,id,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,Year,SalaryCap
3670,RickyDavis2008,RickyDavis,SF,28,MIA,82,47,36.1,5.1,11.8,0.433,1.6,4.1,0.405,3.5,7.8,0.447,0.502,1.9,2.4,0.787,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3,13.8,6819000.0,2008,55630000
3671,CarlosDelfino2008,CarlosDelfino,SG,25,TOR,82,0,23.5,3.1,7.7,0.397,1.5,3.8,0.382,1.6,3.9,0.41200000000000003,0.49200000000000005,1.4,1.9,0.7440000000000001,0.8,3.6,4.4,1.8,0.8,0.1,0.9,2.2,9.0,1868141.0,2008,55630000
3672,LuolDeng2008,LuolDeng,SF,22,CHI,63,59,33.8,6.8,14.2,0.479,0.1,0.3,0.364,6.7,13.9,0.48200000000000004,0.483,3.2,4.2,0.77,2.2,4.1,6.3,2.5,0.9,0.5,1.9,1.9,17.0,3320339.0,2008,55630000
3673,BorisDiaw2008,BorisDiaw,PF,25,PHO,82,19,28.1,3.8,7.9,0.47700000000000004,0.2,0.5,0.317,3.6,7.4,0.488,0.48700000000000004,1.2,1.6,0.7440000000000001,1.2,3.4,4.6,3.9,0.7,0.5,1.9,2.0,8.8,9000000.0,2008,55630000
3674,YakhoubaDiawara2008,YakhoubaDiawara,SG,25,DEN,54,14,10.0,1.0,2.5,0.41,0.4,1.2,0.318,0.6,1.3,0.5,0.489,0.4,0.6,0.71,0.4,0.7,1.1,0.7,0.1,0.1,0.3,1.1,2.8,687456.0,2008,55630000
3675,GuillermoDiaz2008,GuillermoDiaz,SG,22,LAC,6,0,3.0,0.2,0.7,0.25,0.0,0.2,0.0,0.2,0.5,0.33299999999999996,0.25,0.5,0.8,0.6,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.8,56065.0,2008,55630000
3676,DanDickau2008,DanDickau,PG,29,LAC,67,8,15.5,1.9,4.4,0.419,0.5,1.6,0.33299999999999996,1.3,2.8,0.46799999999999997,0.48,1.0,1.2,0.8290000000000001,0.2,1.3,1.4,2.6,0.5,0.0,0.8,1.6,5.3,3916706.0,2008,55630000
3677,KanielDickens2008,KanielDickens,PF,29,CLE,5,0,2.4,0.2,0.6,0.33299999999999996,0.0,0.0,,0.2,0.6,0.33299999999999996,0.33299999999999996,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.4,264897.0,2008,55630000
3678,TravisDiener2008,TravisDiener,PG,25,IND,66,21,20.5,2.4,6.5,0.37,1.1,3.5,0.318,1.3,3.0,0.431,0.456,1.0,1.1,0.9009999999999999,0.4,1.3,1.7,3.8,0.5,0.1,0.8,1.6,6.9,1500000.0,2008,55630000
3679,IkeDiogu2008,IkeDiogu,PF,24,IND,30,1,10.2,2.1,4.5,0.478,0.0,0.0,,2.1,4.5,0.478,0.478,1.3,1.6,0.851,1.3,1.6,2.8,0.3,0.2,0.1,0.7,1.4,5.6,2286360.0,2008,55630000
3680,DeSaganaDiop2008,DeSaganaDiop,C,26,TOT,79,23,16.4,1.2,2.3,0.522,0.0,0.0,,1.2,2.3,0.522,0.522,0.5,0.9,0.5429999999999999,2.0,2.9,5.0,0.5,0.3,1.1,0.7,1.8,2.9,2146000.0,2008,55630000
3681,JuanDixon2008,JuanDixon,PG,29,TOT,53,0,12.6,2.0,4.9,0.41100000000000003,0.6,1.4,0.41700000000000004,1.4,3.5,0.409,0.469,0.4,0.5,0.8079999999999999,0.3,1.1,1.4,1.8,0.4,0.0,1.0,1.2,5.0,2550000.0,2008,55630000
3682,MichaelDoleac2008,MichaelDoleac,C,30,MIN,24,8,10.7,1.2,2.6,0.444,0.0,0.0,,1.2,2.6,0.444,0.444,0.0,0.1,0.5,0.7,1.4,2.0,0.3,0.4,0.4,0.5,1.8,2.4,3120000.0,2008,55630000
3683,KeyonDooling2008,KeyonDooling,PG,27,ORL,72,1,18.5,2.8,5.9,0.46799999999999997,0.3,0.9,0.33799999999999997,2.4,5.0,0.49200000000000005,0.494,2.3,2.7,0.845,0.1,1.3,1.4,1.8,0.5,0.1,0.8,1.8,8.1,3596000.0,2008,55630000
3684,QuincyDouby2008,QuincyDouby,PG,23,SAC,74,0,11.8,1.8,4.5,0.39399999999999996,0.6,1.6,0.344,1.2,2.9,0.423,0.457,0.6,0.7,0.9229999999999999,0.2,0.9,1.1,0.7,0.4,0.2,0.8,1.1,4.8,1333920.0,2008,55630000
3685,JaredDudley2008,JaredDudley,PF,22,CHA,73,14,19.0,2.2,4.8,0.46799999999999997,0.1,0.6,0.22,2.1,4.2,0.502,0.48100000000000004,1.2,1.6,0.737,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1.8,5.8,1137000.0,2008,55630000
3686,ChrisDuhon2008,ChrisDuhon,PG,25,CHI,66,18,22.6,2.0,5.2,0.387,0.8,2.3,0.348,1.2,2.9,0.418,0.465,1.0,1.2,0.813,0.3,1.5,1.8,4.0,0.7,0.0,1.1,1.4,5.8,3248000.0,2008,55630000
3687,TimDuncan2008,TimDuncan,C,31,SAS,78,78,34.0,7.5,15.1,0.49700000000000005,0.0,0.1,0.0,7.5,15.1,0.498,0.49700000000000005,4.3,5.9,0.73,3.0,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,19014188.0,2008,55630000
3688,MikeDunleavy2008,MikeDunleavy,SG,27,IND,82,82,36.0,6.5,13.6,0.47600000000000003,2.0,4.7,0.424,4.5,8.9,0.504,0.55,4.1,4.9,0.8340000000000001,0.7,4.5,5.2,3.5,1.0,0.4,2.3,2.5,19.1,8219008.0,2008,55630000
3689,RonaldDupree2008,RonaldDupree,SF,27,TOT,5,0,4.2,0.2,0.6,0.33299999999999996,0.0,0.0,,0.2,0.6,0.33299999999999996,0.33299999999999996,0.4,0.4,1.0,0.2,1.4,1.6,0.2,0.2,0.0,0.0,0.0,0.8,826046.0,2008,55630000
3690,KevinDurant2008,KevinDurant,SG,19,SEA,80,80,34.6,7.3,17.1,0.43,0.7,2.6,0.28800000000000003,6.6,14.5,0.455,0.451,4.9,5.6,0.873,0.9,3.5,4.4,2.4,1.0,0.9,2.9,1.5,20.3,4171200.0,2008,55630000
3691,MontaEllis2008,MontaEllis,SG,22,GSW,81,72,37.9,8.0,15.1,0.531,0.1,0.6,0.231,7.9,14.5,0.545,0.536,4.0,5.1,0.767,1.6,3.3,5.0,3.9,1.5,0.3,2.1,2.4,20.2,770610.0,2008,55630000
3692,FranciscoElson2008,FranciscoElson,C,31,TOT,63,5,12.9,1.5,3.7,0.39,0.0,0.0,0.0,1.5,3.7,0.391,0.39,0.4,0.6,0.703,0.8,2.4,3.2,0.4,0.2,0.3,0.7,1.5,3.3,3000000.0,2008,55630000
3693,MelvinEly2008,MelvinEly,C,29,NOH,52,1,11.9,1.6,3.5,0.47200000000000003,0.0,0.0,,1.6,3.5,0.47200000000000003,0.47200000000000003,0.6,1.1,0.552,0.5,2.3,2.8,0.4,0.1,0.3,0.8,1.5,3.9,895341.0,2008,55630000
3694,MauriceEvans2008,MauriceEvans,SG,29,TOT,75,47,22.9,3.5,7.3,0.48100000000000004,1.1,2.8,0.38799999999999996,2.4,4.5,0.539,0.555,0.8,1.1,0.711,1.2,1.7,2.9,1.1,0.6,0.1,0.5,1.9,8.9,1740000.0,2008,55630000
3695,ReggieEvans2008,ReggieEvans,PF,27,PHI,81,61,23.2,1.9,4.3,0.439,0.0,0.0,1.0,1.9,4.3,0.43799999999999994,0.441,1.5,3.2,0.467,2.8,4.8,7.5,0.8,1.1,0.1,1.3,2.6,5.2,4320000.0,2008,55630000
3696,JordanFarmar2008,JordanFarmar,PG,21,LAL,82,0,20.6,3.5,7.7,0.461,1.4,3.7,0.371,2.2,4.0,0.546,0.552,0.6,1.0,0.679,0.5,1.8,2.2,2.7,0.9,0.1,1.3,1.3,9.1,1009560.0,2008,55630000
3697,NickFazekas2008,NickFazekas,PF,22,TOT,26,0,10.3,1.8,3.2,0.561,0.0,0.1,0.0,1.8,3.1,0.575,0.561,0.6,0.8,0.682,1.3,2.1,3.4,0.4,0.3,0.4,0.5,1.0,4.1,427163.0,2008,55630000
3698,RaymondFelton2008,RaymondFelton,PG,23,CHA,79,79,37.6,5.2,12.6,0.413,0.7,2.5,0.28,4.5,10.1,0.447,0.441,3.3,4.1,0.8,0.5,2.5,3.0,7.4,1.2,0.2,2.7,2.3,14.4,3274440.0,2008,55630000
3699,KyryloFesenko2008,KyryloFesenko,C,21,UTA,9,0,7.8,0.7,1.8,0.375,0.0,0.0,,0.7,1.8,0.375,0.375,0.2,0.4,0.5,1.6,1.2,2.8,0.2,0.0,0.3,0.9,2.1,1.6,750000.0,2008,55630000
3700,MichaelFinley2008,MichaelFinley,SG,34,SAS,82,61,26.9,3.8,9.3,0.414,1.6,4.4,0.37,2.2,4.9,0.45299999999999996,0.501,0.8,1.0,0.8,0.3,2.8,3.1,1.4,0.4,0.1,0.7,1.1,10.1,21696750.0,2008,55630000
3701,DerekFisher2008,DerekFisher,PG,33,LAL,82,82,27.4,4.1,9.5,0.436,1.4,3.4,0.406,2.8,6.1,0.45299999999999996,0.508,2.0,2.3,0.883,0.3,1.8,2.1,2.9,1.0,0.0,1.1,2.3,11.7,10723900.0,2008,55630000
3702,TJFord2008,TJFord,PG,24,TOR,51,26,23.5,4.8,10.3,0.469,0.3,1.0,0.294,4.5,9.3,0.488,0.484,2.2,2.5,0.88,0.5,1.5,2.0,6.1,1.1,0.0,2.0,1.8,12.1,8000000.0,2008,55630000
3703,JeffFoster2008,JeffFoster,C,31,IND,77,52,24.5,2.7,4.8,0.55,0.0,0.0,0.0,2.7,4.8,0.5539999999999999,0.55,1.1,1.9,0.593,3.4,5.2,8.7,1.7,0.7,0.4,0.8,2.9,6.4,5500000.0,2008,55630000
3704,RandyFoye2008,RandyFoye,PG,24,MIN,39,31,32.3,5.1,11.8,0.429,1.6,3.8,0.41200000000000003,3.5,8.1,0.436,0.495,1.4,1.7,0.815,0.3,2.9,3.3,4.2,0.9,0.1,2.0,2.6,13.1,2631840.0,2008,55630000
3705,AdonalFoyle2008,AdonalFoyle,C,32,ORL,82,0,9.4,0.9,1.9,0.45799999999999996,0.0,0.0,,0.9,1.9,0.45799999999999996,0.45799999999999996,0.2,0.4,0.47100000000000003,0.9,1.7,2.5,0.2,0.2,0.5,0.4,1.1,1.9,10157090.0,2008,55630000
3706,RichieFrahm2008,RichieFrahm,SG,30,LAC,10,2,16.3,2.0,5.4,0.37,0.7,2.5,0.28,1.3,2.9,0.44799999999999995,0.435,0.0,0.2,0.0,0.4,1.0,1.4,0.8,0.2,0.0,0.6,0.7,4.7,623694.0,2008,55630000
3707,SteveFrancis2008,SteveFrancis,PG,30,HOU,10,3,19.9,1.9,5.7,0.33299999999999996,0.4,1.7,0.235,1.5,4.0,0.375,0.368,1.3,2.3,0.565,0.8,1.5,2.3,3.0,0.9,0.5,1.4,2.5,5.5,17500000.0,2008,55630000
3708,ChanningFrye2008,ChanningFrye,C,24,POR,78,20,17.2,2.8,5.8,0.488,0.0,0.1,0.3,2.8,5.7,0.49200000000000005,0.491,1.1,1.4,0.78,1.4,3.2,4.5,0.7,0.4,0.3,0.7,2.7,6.8,2487240.0,2008,55630000
3709,DanGadzuric2008,DanGadzuric,C,29,MIL,51,4,10.5,1.3,3.0,0.41600000000000004,0.0,0.0,0.0,1.3,3.0,0.418,0.41600000000000004,0.6,1.2,0.524,1.3,1.5,2.8,0.2,0.4,0.5,0.7,1.6,3.2,5751130.0,2008,55630000
3710,JorgeGarbajosa2008,JorgeGarbajosa,PF,30,TOR,7,0,10.6,1.1,3.6,0.32,0.9,2.3,0.375,0.3,1.3,0.222,0.44,0.0,0.0,,0.3,1.9,2.1,0.4,0.4,0.0,0.1,0.3,3.1,4000000.0,2008,55630000
3711,FranciscoGarcia2008,FranciscoGarcia,SF,26,SAC,79,20,26.5,4.4,9.5,0.46299999999999997,1.4,3.7,0.391,3.0,5.9,0.508,0.5379999999999999,2.1,2.6,0.779,0.7,2.7,3.3,1.6,1.2,0.6,1.6,2.9,12.3,1168800.0,2008,55630000
3712,ThomasGardner2008,ThomasGardner,SG,22,CHI,4,0,11.3,2.3,5.8,0.391,0.8,3.0,0.25,1.5,2.8,0.545,0.457,0.0,0.5,0.0,0.8,0.3,1.0,0.3,0.0,0.0,1.0,1.0,5.3,101451.0,2008,55630000
3713,KevinGarnett2008,KevinGarnett,PF,31,BOS,71,71,32.8,7.5,13.9,0.539,0.0,0.2,0.0,7.5,13.8,0.545,0.539,3.8,4.7,0.8009999999999999,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,18.8,23750000.0,2008,55630000
3714,PatGarrity2008,PatGarrity,PF,31,ORL,31,0,9.2,0.9,2.6,0.33799999999999997,0.3,1.2,0.21600000000000003,0.6,1.4,0.442,0.38799999999999996,0.1,0.2,0.8,0.3,1.1,1.4,0.4,0.2,0.0,0.5,1.1,2.1,3818750.0,2008,55630000
3715,PauGasol2008,PauGasol,C,27,TOT,66,66,35.6,7.2,13.5,0.534,0.1,0.2,0.25,7.1,13.2,0.539,0.536,4.4,5.5,0.807,2.3,6.0,8.4,3.2,0.5,1.5,1.9,2.1,18.9,13735000.0,2008,55630000
3716,RudyGay2008,RudyGay,SF,21,MEM,81,81,37.0,7.7,16.7,0.461,1.7,4.8,0.34600000000000003,6.1,12.0,0.507,0.511,3.1,3.9,0.785,1.7,4.4,6.2,2.0,1.4,1.0,2.3,2.8,20.1,2411160.0,2008,55630000
3717,MickaelGelabale2008,MickaelGelabale,SG,24,SEA,39,0,11.9,1.8,4.0,0.439,0.4,0.9,0.43200000000000005,1.4,3.1,0.442,0.49,0.4,0.5,0.778,0.4,1.1,1.5,0.8,0.3,0.2,0.7,0.8,4.3,802000.0,2008,55630000
3718,DeveanGeorge2008,DeveanGeorge,SF,30,DAL,53,4,15.5,1.4,3.9,0.35700000000000004,0.4,1.3,0.324,1.0,2.6,0.374,0.41100000000000003,0.5,0.6,0.706,0.5,2.1,2.6,0.7,0.4,0.2,0.5,1.7,3.7,2369111.0,2008,55630000
3719,DanielGibson2008,DanielGibson,PG,21,CLE,58,26,30.4,3.5,8.0,0.43200000000000005,2.0,4.6,0.44,1.4,3.4,0.42100000000000004,0.5589999999999999,1.5,1.8,0.81,0.5,1.8,2.3,2.5,0.8,0.2,1.3,2.8,10.4,687456.0,2008,55630000
3720,EddieGill2008,EddieGill,PG,29,TOT,14,1,11.0,0.9,2.2,0.387,0.4,1.1,0.33299999999999996,0.5,1.1,0.43799999999999994,0.46799999999999997,0.6,0.6,1.0,0.1,1.5,1.6,1.6,0.5,0.1,0.6,1.3,2.7,151089.0,2008,55630000
3721,ManuGinobili2008,ManuGinobili,SG,30,SAS,74,23,31.1,6.1,13.3,0.46,2.1,5.3,0.401,4.0,8.0,0.499,0.54,5.1,6.0,0.86,0.9,3.9,4.8,4.5,1.5,0.4,2.7,2.3,19.5,9079811.0,2008,55630000
3722,GordanGiricek2008,GordanGiricek,SG,30,TOT,56,0,14.8,2.4,5.4,0.44,0.6,1.8,0.364,1.7,3.6,0.478,0.5,0.4,0.5,0.885,0.3,1.4,1.7,1.1,0.4,0.1,0.9,1.5,5.8,4000000.0,2008,55630000
3723,RyanGomes2008,RyanGomes,PF,25,MIN,82,74,29.7,4.8,10.5,0.457,0.7,2.2,0.33,4.1,8.3,0.491,0.49200000000000005,2.3,2.8,0.83,1.6,4.2,5.8,1.8,0.8,0.1,1.2,1.9,12.6,770610.0,2008,55630000
3724,DrewGooden2008,DrewGooden,PF,26,TOT,69,65,30.8,4.8,10.7,0.449,0.0,0.1,0.0,4.8,10.6,0.452,0.449,2.3,3.1,0.753,2.5,6.0,8.6,1.2,0.7,0.8,1.8,2.9,12.0,6453416.0,2008,55630000
3725,BenGordon2008,BenGordon,SG,24,CHI,72,27,31.8,6.4,14.8,0.434,2.0,4.8,0.41,4.5,10.0,0.445,0.5,3.7,4.1,0.9079999999999999,0.6,2.5,3.1,3.0,0.8,0.1,2.1,2.4,18.6,4881669.0,2008,55630000
3726,MarcinGortat2008,MarcinGortat,C,23,ORL,6,0,6.8,1.3,2.8,0.47100000000000003,0.0,0.0,,1.3,2.8,0.47100000000000003,0.47100000000000003,0.3,0.5,0.667,1.3,1.3,2.7,0.3,0.2,0.2,0.3,0.7,3.0,427163.0,2008,55630000
3727,JoeyGraham2008,JoeyGraham,SF,25,TOR,38,3,8.7,1.3,3.0,0.434,0.1,0.1,0.667,1.2,2.9,0.42700000000000005,0.442,1.0,1.2,0.8440000000000001,0.5,1.3,1.8,0.4,0.1,0.0,0.6,1.2,3.6,1596600.0,2008,55630000
3728,StephenGraham2008,StephenGraham,SF,25,IND,22,0,5.8,1.5,2.6,0.586,0.3,0.6,0.5,1.2,2.0,0.614,0.647,0.5,0.7,0.75,0.2,0.8,1.0,0.4,0.2,0.0,0.5,0.6,4.0,770610.0,2008,55630000
3729,DannyGranger2008,DannyGranger,SF,24,IND,80,80,36.0,6.7,15.1,0.446,2.1,5.3,0.40399999999999997,4.6,9.8,0.46799999999999997,0.517,4.0,4.7,0.852,1.2,4.9,6.1,2.1,1.2,1.1,2.1,3.6,19.6,1516800.0,2008,55630000
3730,AaronGray2008,AaronGray,C,23,CHI,61,1,10.0,1.7,3.3,0.505,0.0,0.0,0.0,1.7,3.3,0.507,0.505,0.9,1.6,0.5660000000000001,1.1,1.6,2.8,0.7,0.3,0.3,0.9,1.9,4.3,427163.0,2008,55630000
3731,GeraldGreen2008,GeraldGreen,SF,22,TOT,30,0,12.1,1.7,5.0,0.344,0.5,1.3,0.385,1.2,3.7,0.33,0.39399999999999996,1.1,1.4,0.8290000000000001,0.4,1.7,2.1,1.0,0.3,0.1,1.1,1.5,5.1,1440960.0,2008,55630000
3732,JeffGreen2008,JeffGreen,SF,21,SEA,80,52,28.2,4.0,9.4,0.42700000000000005,0.3,1.0,0.276,3.7,8.4,0.444,0.441,2.2,3.0,0.7440000000000001,1.3,3.5,4.7,1.5,0.6,0.6,2.0,2.5,10.5,3058200.0,2008,55630000
3733,TaureanGreen2008,TaureanGreen,SG-PG,21,TOT,17,0,4.4,0.4,1.5,0.28,0.1,0.6,0.182,0.3,0.8,0.35700000000000004,0.32,0.6,0.7,0.917,0.0,0.6,0.6,0.6,0.1,0.0,0.5,0.3,1.6,427163.0,2008,55630000
3734,WillieGreen2008,WillieGreen,SG,26,PHI,74,74,26.6,5.1,11.8,0.436,0.7,2.4,0.285,4.4,9.3,0.475,0.465,1.5,2.0,0.757,0.4,2.0,2.5,2.0,0.7,0.3,1.5,1.6,12.4,3094000.0,2008,55630000
3735,OrienGreene2008,OrienGreene,SG,25,SAC,7,2,8.7,0.4,1.6,0.273,0.0,0.1,0.0,0.4,1.4,0.3,0.273,0.0,0.0,,0.0,0.9,0.9,0.4,0.4,0.1,1.0,1.3,0.9,77061.0,2008,55630000
3736,AdrianGriffin2008,AdrianGriffin,SG-SF,33,TOT,35,2,8.8,0.9,2.2,0.395,0.0,0.0,,0.9,2.2,0.395,0.395,0.1,0.3,0.556,0.8,0.9,1.7,0.8,0.5,0.1,0.6,0.8,1.9,1593000.0,2008,55630000
3737,RichardHamilton2008,RichardHamilton,SG,29,DET,72,72,33.7,6.9,14.3,0.484,0.9,2.0,0.44,6.1,12.3,0.49200000000000005,0.515,2.6,3.1,0.833,1.0,2.2,3.3,4.2,1.0,0.1,1.8,2.4,17.3,10000000.0,2008,55630000
3738,AnferneeHardaway2008,AnferneeHardaway,SF,36,MIA,16,8,20.3,1.4,3.8,0.36700000000000005,0.5,1.2,0.42100000000000004,0.9,2.6,0.341,0.433,0.5,0.6,0.889,0.2,2.0,2.2,2.2,1.2,0.1,0.8,1.5,3.8,320142.0,2008,55630000
3739,MattHarpring2008,MattHarpring,SF,31,UTA,76,0,18.1,3.1,6.2,0.5,0.0,0.1,0.2,3.1,6.1,0.506,0.502,1.9,2.7,0.7120000000000001,1.3,1.9,3.2,1.1,0.6,0.2,1.3,2.1,8.2,6000000.0,2008,55630000
3740,AlHarrington2008,AlHarrington,C,27,GSW,81,59,27.0,5.0,11.4,0.434,1.9,5.0,0.375,3.1,6.4,0.48200000000000004,0.517,1.8,2.3,0.774,1.3,4.1,5.4,1.6,0.9,0.2,1.1,3.3,13.6,8425625.0,2008,55630000
3741,OthellaHarrington2008,OthellaHarrington,C,34,CHA,22,0,7.5,0.8,1.9,0.429,0.0,0.0,,0.8,1.9,0.429,0.429,0.5,0.7,0.625,0.5,1.4,1.9,0.2,0.0,0.2,0.5,1.5,2.1,2376000.0,2008,55630000
3742,DevinHarris2008,DevinHarris,PG,24,TOT,64,61,31.6,5.0,10.8,0.46299999999999997,0.9,2.6,0.335,4.1,8.2,0.504,0.504,3.9,4.7,0.8240000000000001,0.4,2.3,2.7,5.8,1.4,0.2,2.5,3.0,14.8,3995003.0,2008,55630000
3743,MikeHarris2008,MikeHarris,PF,24,HOU,17,0,9.4,1.6,3.2,0.5,0.0,0.1,0.0,1.6,3.1,0.519,0.5,0.5,0.8,0.615,1.4,1.8,3.2,0.2,0.4,0.2,0.5,0.9,3.6,,2008,55630000
3744,DavidHarrison2008,DavidHarrison,C,25,IND,55,0,12.8,1.6,3.1,0.529,0.0,0.0,,1.6,3.1,0.529,0.529,0.9,1.7,0.51,0.8,1.4,2.1,0.3,0.4,1.1,1.1,3.0,4.2,1734316.0,2008,55630000
3745,JasonHart2008,JasonHart,PG,29,UTA,57,0,10.6,1.0,3.2,0.322,0.2,0.5,0.355,0.8,2.6,0.315,0.353,0.7,0.8,0.8440000000000001,0.1,0.9,1.0,1.5,0.5,0.1,0.5,1.3,2.9,2300000.0,2008,55630000
3746,UdonisHaslem2008,UdonisHaslem,PF,27,MIA,49,48,36.8,4.8,10.3,0.467,0.0,0.0,,4.8,10.3,0.467,0.467,2.3,2.9,0.81,2.2,6.9,9.0,1.4,0.8,0.4,1.4,3.0,12.0,6050000.0,2008,55630000
3747,TrentonHassell2008,TrentonHassell,SG,28,TOT,63,6,12.3,0.9,2.1,0.42200000000000004,0.0,0.1,0.222,0.9,2.0,0.43700000000000006,0.43,0.1,0.2,0.7,0.3,1.0,1.3,0.7,0.2,0.0,0.3,1.4,2.0,4350000.0,2008,55630000
3748,SpencerHawes2008,SpencerHawes,C,19,SAC,71,8,13.1,2.1,4.5,0.45899999999999996,0.1,0.3,0.19,2.0,4.2,0.478,0.465,0.5,0.8,0.655,1.0,2.3,3.2,0.6,0.2,0.6,0.8,1.8,4.7,2028600.0,2008,55630000
3749,ChuckHayes2008,ChuckHayes,PF,24,HOU,79,44,19.9,1.4,2.8,0.511,0.0,0.0,0.0,1.4,2.8,0.518,0.511,0.1,0.3,0.45799999999999996,1.7,3.7,5.4,1.2,1.1,0.5,0.8,2.7,3.0,1750000.0,2008,55630000
3750,JarvisHayes2008,JarvisHayes,SF,26,DET,82,1,15.7,2.6,6.1,0.431,0.9,2.4,0.376,1.8,3.8,0.465,0.503,0.5,0.7,0.75,0.4,1.7,2.2,0.8,0.6,0.1,0.6,1.7,6.7,1200000.0,2008,55630000
3751,BrendanHaywood2008,BrendanHaywood,C,28,WAS,80,80,27.9,4.0,7.5,0.528,0.0,0.0,,4.0,7.5,0.528,0.528,2.7,3.7,0.735,3.4,3.8,7.2,0.9,0.4,1.7,1.4,2.7,10.6,5000000.0,2008,55630000
3752,LutherHead2008,LutherHead,SG,25,HOU,73,17,18.9,2.8,6.5,0.43200000000000005,1.1,3.1,0.35100000000000003,1.7,3.5,0.504,0.515,0.9,1.1,0.815,0.2,1.6,1.8,1.9,0.6,0.1,1.0,1.0,7.6,1122000.0,2008,55630000
3753,WalterHerrmann2008,WalterHerrmann,PF,28,TOT,45,0,8.3,1.2,3.2,0.389,0.4,1.4,0.313,0.8,1.8,0.45,0.45799999999999996,0.5,0.6,0.84,0.5,1.1,1.6,0.4,0.2,0.0,0.3,0.5,3.4,1944000.0,2008,55630000
3754,Nene2008,Nene,PF,25,DEN,16,1,16.6,1.8,4.4,0.408,0.0,0.1,0.0,1.8,4.4,0.414,0.408,1.7,3.1,0.551,1.9,3.6,5.4,0.9,0.6,0.9,1.3,2.9,5.3,8840000.0,2008,55630000
3755,GrantHill2008,GrantHill,SF,35,PHO,70,68,31.7,5.1,10.2,0.503,0.5,1.5,0.317,4.6,8.7,0.535,0.526,2.4,2.8,0.867,1.1,4.0,5.0,2.9,0.9,0.8,1.4,2.2,13.1,1830000.0,2008,55630000
3756,KirkHinrich2008,KirkHinrich,PG,27,CHI,75,72,31.7,4.4,10.6,0.414,1.1,3.2,0.35,3.3,7.4,0.442,0.467,1.6,1.9,0.831,0.4,2.9,3.3,6.0,1.2,0.3,2.1,3.0,11.5,11250000.0,2008,55630000
3757,RyanHollins2008,RyanHollins,PF,23,CHA,60,1,8.9,0.8,1.6,0.489,0.0,0.0,,0.8,1.6,0.489,0.489,0.9,1.4,0.6709999999999999,0.9,0.9,1.8,0.2,0.2,0.5,0.4,1.6,2.5,687456.0,2008,55630000
3758,AlHorford2008,AlHorford,C,21,ATL,81,77,31.4,4.1,8.2,0.499,0.0,0.1,0.0,4.1,8.2,0.502,0.499,1.9,2.6,0.731,3.1,6.6,9.7,1.5,0.7,0.9,1.7,3.3,10.1,3745800.0,2008,55630000
3759,RobertHorry2008,RobertHorry,PF,37,SAS,45,5,13.0,0.8,2.6,0.319,0.4,1.6,0.257,0.4,1.1,0.408,0.395,0.4,0.6,0.643,0.8,1.6,2.4,1.0,0.5,0.4,0.5,1.2,2.5,3630000.0,2008,55630000
3760,EddieHouse2008,EddieHouse,PG,29,BOS,78,2,19.0,2.8,6.8,0.409,1.5,3.8,0.39299999999999996,1.3,3.0,0.429,0.519,0.4,0.5,0.917,0.2,1.9,2.1,1.9,0.8,0.1,1.0,1.5,7.5,1500000.0,2008,55630000
3761,DwightHoward2008,DwightHoward,C,22,ORL,82,82,37.7,7.1,11.9,0.599,0.0,0.0,0.0,7.1,11.8,0.601,0.599,6.5,10.9,0.59,3.4,10.8,14.2,1.3,0.9,2.1,3.2,3.3,20.7,6061274.0,2008,55630000
3762,JoshHoward2008,JoshHoward,SF,27,DAL,76,76,36.3,7.5,16.4,0.455,0.9,2.8,0.319,6.6,13.6,0.48200000000000004,0.48200000000000004,4.1,5.1,0.813,1.6,5.4,7.0,2.2,0.8,0.4,1.5,2.7,19.9,9000000.0,2008,55630000
3763,JuwanHoward2008,JuwanHoward,PF,34,DAL,50,0,7.1,0.5,1.3,0.359,0.0,0.0,,0.5,1.3,0.359,0.359,0.2,0.3,0.7859999999999999,0.4,1.2,1.6,0.3,0.1,0.0,0.3,1.2,1.1,8094997.0,2008,55630000
3764,TroyHudson2008,TroyHudson,PG,31,GSW,9,0,10.3,1.0,3.4,0.29,0.4,1.3,0.33299999999999996,0.6,2.1,0.263,0.355,0.7,0.7,1.0,0.0,0.8,0.8,1.0,0.3,0.0,0.8,0.4,3.1,7172590.0,2008,55630000
3765,LarryHughes2008,LarryHughes,PG-SG,29,TOT,68,57,29.7,4.5,11.8,0.381,1.0,2.9,0.345,3.5,8.9,0.392,0.423,2.2,2.8,0.7979999999999999,0.6,2.8,3.4,2.7,1.5,0.3,1.7,2.0,12.2,12000084.0,2008,55630000
3766,KrisHumphries2008,KrisHumphries,PF,22,TOR,70,0,13.2,2.3,4.8,0.483,0.0,0.0,0.0,2.3,4.7,0.486,0.483,1.1,1.8,0.605,1.3,2.4,3.7,0.4,0.4,0.4,0.7,1.5,5.7,2522913.0,2008,55630000
