,id,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,Year,SalaryCap
687,WalterMcCarty2001,WalterMcCarty,PF,26,BOS,60,3,8.0,0.8,2.1,0.35700000000000004,0.3,0.9,0.33899999999999997,0.4,1.2,0.371,0.433,0.4,0.5,0.7859999999999999,0.4,1.0,1.4,0.7,0.2,0.1,0.3,1.4,2.2,2670000.0,2001,35500000
688,DanMcClintock2001,DanMcClintock,C,23,DEN,6,1,9.7,1.5,3.0,0.5,0.0,0.0,,1.5,3.0,0.5,0.5,0.0,0.8,0.0,1.7,1.2,2.8,0.2,0.0,0.3,0.5,1.8,3.0,,2001,35500000
689,GeorgeMcCloud2001,GeorgeMcCloud,SF,33,DEN,76,8,26.4,3.3,8.6,0.382,1.0,3.1,0.32899999999999996,2.3,5.5,0.41100000000000003,0.44,2.0,2.4,0.84,0.7,2.2,2.9,3.7,0.7,0.4,1.5,2.2,9.6,2200000.0,2001,35500000
690,JelaniMcCoy2001,JelaniMcCoy,C,23,SEA,70,44,16.3,2.0,3.8,0.523,0.0,0.0,,2.0,3.8,0.523,0.523,0.6,1.3,0.441,1.3,2.3,3.6,0.8,0.3,0.7,1.1,2.0,4.5,1110000.0,2001,35500000
691,AntonioMcDyess2001,AntonioMcDyess,PF,26,DEN,70,70,36.5,8.2,16.6,0.495,0.0,0.0,,8.2,16.6,0.495,0.495,4.3,6.2,0.7,3.4,8.6,12.1,2.1,0.6,1.5,2.3,3.1,20.8,10800000.0,2001,35500000
692,TracyMcGrady2001,TracyMcGrady,SG,21,ORL,77,77,40.1,10.2,22.4,0.457,0.8,2.2,0.355,9.5,20.2,0.46799999999999997,0.474,5.6,7.6,0.733,2.5,5.0,7.5,4.6,1.5,1.5,2.6,2.1,26.8,9660000.0,2001,35500000
693,JimMcIlvaine2001,JimMcIlvaine,C,28,NJN,18,3,10.7,0.6,1.6,0.35700000000000004,0.0,0.0,,0.6,1.6,0.35700000000000004,0.35700000000000004,0.4,0.7,0.667,0.4,1.5,1.9,0.2,0.4,0.8,0.5,1.9,1.6,5400000.0,2001,35500000
694,JeffMcInnis2001,JeffMcInnis,PG,26,LAC,81,81,35.0,5.3,11.5,0.46299999999999997,0.6,1.8,0.361,4.7,9.7,0.48200000000000004,0.491,1.6,2.0,0.807,0.5,2.2,2.7,5.5,0.9,0.1,1.4,2.5,12.9,523500.0,2001,35500000
695,DerrickMcKey2001,DerrickMcKey,SF,34,IND,66,20,15.0,0.9,2.1,0.441,0.1,0.3,0.2,0.8,1.8,0.483,0.456,0.3,0.4,0.778,0.7,1.9,2.7,1.1,0.7,0.2,0.7,2.1,2.2,5400000.0,2001,35500000
696,AaronMcKie2001,AaronMcKie,SG,28,PHI,76,33,31.5,4.4,9.4,0.473,0.7,2.2,0.312,3.8,7.2,0.524,0.511,2.0,2.6,0.768,0.4,3.7,4.1,5.0,1.4,0.1,2.7,2.3,11.6,1818000.0,2001,35500000
697,RoshownMcLeod2001,RoshownMcLeod,SF,25,TOT,35,25,26.3,4.1,9.5,0.43700000000000006,0.1,0.6,0.091,4.1,8.9,0.461,0.44,1.3,1.5,0.882,1.1,2.3,3.4,1.7,0.7,0.2,1.7,2.6,9.6,978600.0,2001,35500000
698,PaulMcPherson2001,PaulMcPherson,PG,22,TOT,55,0,10.8,2.0,3.9,0.505,0.0,0.2,0.16699999999999998,1.9,3.7,0.525,0.509,0.8,1.1,0.7240000000000001,0.7,0.7,1.4,0.7,0.5,0.1,0.9,1.5,4.8,316969.0,2001,35500000
699,StanislavMedvedenko2001,StanislavMedvedenko,PF,21,LAL,7,0,5.6,1.7,3.6,0.48,0.1,0.1,1.0,1.6,3.4,0.45799999999999996,0.5,1.0,1.7,0.583,0.1,1.1,1.3,0.3,0.1,0.1,0.4,1.3,4.6,316969.0,2001,35500000
700,RonMercer2001,RonMercer,SG,24,CHI,61,61,41.6,8.2,18.4,0.446,0.2,0.8,0.304,8.0,17.6,0.452,0.452,3.1,3.7,0.825,1.2,2.7,3.9,3.3,1.3,0.4,2.1,2.4,19.7,5520000.0,2001,35500000
701,ChrisMihm2001,ChrisMihm,C,21,CLE,59,43,19.8,2.9,6.6,0.442,0.0,0.0,0.0,2.9,6.6,0.444,0.442,1.7,2.1,0.794,1.8,2.9,4.7,0.3,0.3,0.9,1.4,2.6,7.6,1923600.0,2001,35500000
702,DariusMiles2001,DariusMiles,SF,19,LAC,81,21,26.3,3.9,7.8,0.505,0.0,0.2,0.053,3.9,7.5,0.519,0.506,1.5,2.9,0.521,1.6,4.3,5.9,1.2,0.6,1.5,1.8,2.4,9.4,2841720.0,2001,35500000
703,AndreMiller2001,AndreMiller,PG,24,CLE,82,82,34.7,5.5,12.2,0.452,0.2,0.8,0.266,5.3,11.4,0.465,0.461,4.6,5.5,0.833,1.1,3.2,4.4,8.0,1.5,0.3,3.2,2.8,15.8,1808400.0,2001,35500000
704,AnthonyMiller2001,AnthonyMiller,PF,29,TOT,4,0,2.8,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.3,0.5,40000.0,2001,35500000
705,BradMiller2001,BradMiller,C,24,CHI,57,45,25.2,2.9,6.8,0.435,0.0,0.1,0.2,2.9,6.7,0.43799999999999994,0.43700000000000006,2.9,4.0,0.743,2.5,4.8,7.4,1.9,0.6,0.7,1.3,3.1,8.9,4000000.0,2001,35500000
706,MikeMiller2001,MikeMiller,SF,20,ORL,82,62,29.1,4.5,10.3,0.436,1.8,4.4,0.40700000000000003,2.7,5.9,0.457,0.523,1.1,1.6,0.711,0.8,3.2,4.0,1.7,0.6,0.2,1.2,2.4,11.9,2320080.0,2001,35500000
707,ReggieMiller2001,ReggieMiller,SG,35,IND,81,81,39.3,6.4,14.5,0.44,2.1,5.7,0.366,4.3,8.8,0.48700000000000004,0.512,4.0,4.3,0.9279999999999999,0.5,3.0,3.5,3.2,1.0,0.2,1.6,2.0,18.9,10670000.0,2001,35500000
708,ChrisMills2001,ChrisMills,SF,31,GSW,15,8,32.9,4.7,12.7,0.37200000000000005,0.5,1.7,0.28,4.3,11.1,0.386,0.39,2.1,2.4,0.861,1.6,4.6,6.2,1.2,0.6,0.3,1.3,2.9,12.0,4800000.0,2001,35500000
709,TerryMills2001,TerryMills,PF,33,IND,14,0,8.1,0.8,2.4,0.324,0.2,1.2,0.17600000000000002,0.6,1.2,0.47100000000000003,0.368,0.0,0.0,,0.3,1.2,1.5,0.4,0.2,0.1,0.7,1.4,1.8,2400000.0,2001,35500000
710,SamMitchell2001,SamMitchell,SF,37,MIN,82,4,12.0,1.4,3.5,0.408,0.1,0.5,0.209,1.3,3.0,0.44299999999999995,0.424,0.5,0.7,0.727,0.3,1.2,1.5,0.7,0.3,0.1,0.4,1.4,3.5,2370000.0,2001,35500000
711,CuttinoMobley2001,CuttinoMobley,SG,25,HOU,79,49,38.0,6.7,15.4,0.434,1.1,3.2,0.35700000000000004,5.5,12.2,0.45399999999999996,0.47100000000000003,5.0,6.0,0.831,1.1,4.0,5.0,2.5,1.1,0.3,2.1,2.1,19.5,3920000.0,2001,35500000
712,NazrMohammed2001,NazrMohammed,C,23,TOT,58,22,15.7,3.0,6.4,0.47700000000000004,0.0,0.0,0.0,3.0,6.3,0.478,0.47700000000000004,1.5,2.2,0.706,2.0,3.3,5.3,0.3,0.5,0.6,1.1,1.9,7.6,739080.0,2001,35500000
713,JeromeMoiso2001,JeromeMoiso,C,22,BOS,24,0,5.6,0.5,1.3,0.4,0.0,0.0,0.0,0.5,1.2,0.414,0.4,0.5,1.1,0.423,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.2,1.5,1461960.0,2001,35500000
714,EricMontross2001,EricMontross,C,29,TOT,54,21,12.0,1.0,2.6,0.406,0.0,0.0,,1.0,2.6,0.406,0.406,0.1,0.6,0.258,1.0,2.2,3.2,0.4,0.2,0.5,0.8,2.1,2.2,2240000.0,2001,35500000
715,MikkiMoore2001,MikkiMoore,C,25,DET,81,2,14.2,1.6,3.3,0.493,0.0,0.0,0.0,1.6,3.3,0.494,0.493,1.2,1.6,0.731,1.5,2.4,3.9,0.4,0.3,0.8,0.9,2.5,4.4,2850000.0,2001,35500000
716,HannoMottola2001,HannoMottola,SF,24,ATL,73,3,13.5,1.7,3.8,0.444,0.0,0.0,0.0,1.7,3.8,0.449,0.444,1.0,1.2,0.8109999999999999,0.7,1.7,2.4,0.3,0.2,0.1,0.9,2.2,4.4,316969.0,2001,35500000
717,AlonzoMourning2001,AlonzoMourning,C,30,MIA,13,3,23.5,5.6,10.8,0.518,0.0,0.1,0.0,5.6,10.8,0.521,0.518,2.4,4.2,0.564,2.7,5.1,7.8,0.9,0.3,2.4,2.2,1.8,13.6,16880000.0,2001,35500000
718,ChrisMullin2001,ChrisMullin,SF,37,GSW,20,8,18.7,1.8,5.3,0.34,1.0,2.6,0.365,0.9,2.7,0.315,0.429,1.2,1.4,0.857,0.5,1.6,2.1,1.0,0.8,0.5,1.0,1.4,5.8,4650000.0,2001,35500000
719,LamondMurray2001,LamondMurray,SF,27,CLE,78,46,28.5,5.0,11.9,0.423,0.8,2.1,0.37,4.2,9.7,0.434,0.456,2.0,2.7,0.735,1.3,3.0,4.4,1.6,1.1,0.3,1.8,2.2,12.8,3380000.0,2001,35500000
720,TracyMurray2001,TracyMurray,SF,29,TOT,51,1,11.5,1.8,4.9,0.379,0.7,2.0,0.35,1.1,2.8,0.4,0.452,0.6,0.8,0.7859999999999999,0.4,1.2,1.6,0.5,0.2,0.1,0.5,1.0,5.0,3060000.0,2001,35500000
721,DikembeMutombo2001,DikembeMutombo,C,34,TOT,75,75,34.5,3.6,7.4,0.484,0.0,0.0,,3.6,7.4,0.484,0.484,2.8,3.9,0.725,4.1,9.4,13.5,1.0,0.4,2.7,1.9,2.7,10.0,14400000.0,2001,35500000
722,MamadouNDiaye2001,MamadouNDiaye,C,25,TOR,3,0,3.3,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.7,0.7,1.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.3,,2001,35500000
723,LeeNailon2001,LeeNailon,SF,25,CHH,42,0,11.2,1.6,3.2,0.485,0.0,0.0,0.0,1.6,3.2,0.489,0.485,0.8,1.0,0.7440000000000001,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1.4,3.9,316969.0,2001,35500000
724,EduardoNajera2001,EduardoNajera,PF,24,DAL,40,4,10.8,1.5,2.8,0.523,0.0,0.1,0.33299999999999996,1.4,2.7,0.528,0.527,0.4,0.8,0.424,1.0,1.4,2.4,0.7,0.3,0.2,0.4,1.2,3.3,316969.0,2001,35500000
725,SteveNash2001,SteveNash,PG,26,DAL,70,70,34.1,5.5,11.3,0.48700000000000004,1.3,3.1,0.406,4.2,8.2,0.518,0.544,3.3,3.7,0.895,0.7,2.5,3.2,7.3,1.0,0.1,2.9,2.3,15.6,5500000.0,2001,35500000
726,TyroneNesby2001,TyroneNesby,SF-SG,25,TOT,62,34,25.1,3.0,8.5,0.35700000000000004,0.8,2.9,0.272,2.3,5.6,0.4,0.40299999999999997,1.4,1.7,0.802,0.8,2.0,2.8,1.2,0.8,0.3,1.0,2.5,8.3,2990000.0,2001,35500000
727,RashoNesterovic2001,RashoNesterovic,C,24,MIN,73,39,16.9,2.0,4.4,0.461,0.0,0.0,0.0,2.0,4.4,0.462,0.461,0.5,0.9,0.523,1.4,2.6,3.9,0.6,0.3,0.9,0.8,2.6,4.5,,2001,35500000
728,IraNewble2001,IraNewble,SF,26,SAS,27,6,6.8,0.8,2.0,0.382,0.1,0.3,0.444,0.6,1.7,0.37,0.418,0.3,0.6,0.5,0.5,0.8,1.3,0.2,0.1,0.1,0.3,0.7,2.0,316969.0,2001,35500000
729,JohnnyNewman2001,JohnnyNewman,SG,37,NJN,82,17,25.0,3.5,8.5,0.419,0.7,2.1,0.335,2.8,6.3,0.447,0.461,3.1,3.6,0.855,0.4,1.7,2.1,1.4,0.8,0.1,1.3,2.8,10.9,2000000.0,2001,35500000
730,MoochieNorris2001,MoochieNorris,PG,27,HOU,82,6,20.2,2.2,5.0,0.446,0.3,1.1,0.281,1.9,4.0,0.491,0.47600000000000003,1.8,2.4,0.778,0.5,1.9,2.4,3.5,0.8,0.0,1.3,1.0,6.6,523500.0,2001,35500000
731,DirkNowitzki2001,DirkNowitzki,PF,22,DAL,82,82,38.1,7.2,15.2,0.474,1.8,4.8,0.387,5.4,10.5,0.513,0.534,5.5,6.6,0.838,1.5,7.7,9.2,2.1,1.0,1.2,1.9,3.0,21.8,1693560.0,2001,35500000
732,JermaineONeal2001,JermaineONeal,C,22,IND,81,80,32.6,5.0,10.7,0.465,0.0,0.1,0.0,5.0,10.7,0.46799999999999997,0.465,2.9,4.8,0.601,3.1,6.7,9.8,1.2,0.6,2.8,2.0,3.5,12.9,5710000.0,2001,35500000
733,ShaquilleONeal2001,ShaquilleONeal,C,28,LAL,74,74,39.5,11.0,19.2,0.5720000000000001,0.0,0.0,0.0,11.0,19.2,0.573,0.5720000000000001,6.7,13.1,0.513,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7,19285715.0,2001,35500000
734,CharlesOakley2001,CharlesOakley,PF,37,TOR,78,77,35.5,3.9,10.1,0.38799999999999996,0.1,0.6,0.22399999999999998,3.8,9.4,0.39899999999999997,0.395,1.6,1.9,0.836,1.8,7.7,9.5,3.4,1.0,0.6,1.8,3.3,9.6,5760000.0,2001,35500000
735,LamarOdom2001,LamarOdom,PF,21,LAC,76,74,37.3,6.3,13.8,0.46,1.1,3.3,0.316,5.3,10.4,0.506,0.498,3.4,5.1,0.679,1.4,6.3,7.8,5.2,1.0,1.6,3.5,3.1,17.2,2628960.0,2001,35500000
736,HakeemOlajuwon2001,HakeemOlajuwon,C,38,HOU,58,55,26.6,4.9,9.8,0.498,0.0,0.0,0.0,4.9,9.8,0.499,0.498,2.1,3.4,0.621,2.1,5.3,7.4,1.2,1.2,1.5,1.4,2.4,11.9,16700000.0,2001,35500000
737,KevinOllie2001,KevinOllie,PG,28,TOT,70,4,13.2,1.1,2.7,0.396,0.0,0.0,0.33299999999999996,1.1,2.7,0.397,0.39799999999999996,0.9,1.3,0.708,0.2,1.1,1.4,2.1,0.4,0.0,0.7,1.2,3.1,523500.0,2001,35500000
738,MichaelOlowokandi2001,MichaelOlowokandi,C,25,LAC,82,82,25.9,3.8,8.6,0.435,0.0,0.0,,3.8,8.6,0.435,0.435,1.0,1.9,0.545,2.0,4.4,6.4,0.6,0.4,1.3,2.1,3.0,8.5,3697440.0,2001,35500000
739,GregOstertag2001,GregOstertag,C,27,UTA,81,3,18.4,1.7,3.5,0.495,0.0,0.0,0.5,1.7,3.4,0.495,0.496,1.0,1.9,0.556,2.0,3.1,5.1,0.3,0.3,1.8,0.8,2.7,4.5,5200000.0,2001,35500000
740,BoOutlaw2001,BoOutlaw,PF,29,ORL,80,69,31.7,2.8,4.6,0.614,0.0,0.0,0.5,2.8,4.6,0.615,0.615,1.6,2.8,0.573,2.6,5.1,7.7,2.8,1.3,1.7,1.8,3.0,7.3,4500000.0,2001,35500000
741,DougOverton2001,DougOverton,PG,31,TOT,21,10,22.6,2.5,6.6,0.374,0.5,1.7,0.306,2.0,4.9,0.39799999999999996,0.414,0.5,0.8,0.625,0.2,1.7,1.9,3.4,0.4,0.0,1.5,1.8,6.0,548500.0,2001,35500000
742,BillyOwens2001,BillyOwens,PF,31,DET,45,14,17.6,2.0,5.1,0.38299999999999995,0.1,0.4,0.15,1.9,4.7,0.405,0.389,0.4,0.9,0.475,1.9,2.7,4.6,1.2,0.7,0.3,0.9,2.1,4.4,2100000.0,2001,35500000
743,OlumideOyedeji2001,OlumideOyedeji,C,19,SEA,30,1,7.4,0.6,1.2,0.486,0.0,0.0,,0.6,1.2,0.486,0.486,0.3,0.4,0.75,0.8,1.4,2.2,0.1,0.2,0.3,0.4,1.3,1.5,316969.0,2001,35500000
744,RobertPack2001,RobertPack,PG,31,DEN,74,11,17.0,2.4,5.8,0.425,0.2,0.4,0.387,2.3,5.3,0.428,0.439,1.4,1.9,0.7659999999999999,0.4,1.4,1.9,4.0,0.9,0.0,1.8,1.5,6.5,4320000.0,2001,35500000
745,ScottPadgett2001,ScottPadgett,PF,24,UTA,27,0,4.7,0.7,1.6,0.419,0.2,0.3,0.556,0.5,1.3,0.382,0.47700000000000004,0.6,0.7,0.75,0.7,0.7,1.4,0.2,0.2,0.1,0.4,0.8,2.1,730800.0,2001,35500000
746,MiltPalacio2001,MiltPalacio,PG,22,BOS,58,6,19.7,2.2,4.6,0.47200000000000003,0.2,0.6,0.33299999999999996,2.0,4.0,0.494,0.494,1.3,1.6,0.848,0.4,1.3,1.8,2.6,0.8,0.0,1.4,1.4,5.9,316969.0,2001,35500000
747,AndyPanko2001,AndyPanko,SF,23,ATL,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2001,35500000
748,CherokeeParks2001,CherokeeParks,C,28,TOT,65,31,16.2,2.1,4.2,0.489,0.0,0.1,0.0,2.1,4.1,0.5,0.489,0.5,0.7,0.705,1.1,2.4,3.5,0.7,0.4,0.6,0.6,1.9,4.6,2100000.0,2001,35500000
749,RubenPatterson2001,RubenPatterson,SF,25,SEA,76,22,27.1,4.9,9.9,0.494,0.0,0.5,0.055999999999999994,4.8,9.4,0.516,0.495,3.2,4.8,0.6809999999999999,2.4,2.6,5.0,2.1,1.4,0.6,2.0,2.3,13.0,990000.0,2001,35500000
750,GaryPayton2001,GaryPayton,PG,32,SEA,79,79,41.1,9.2,20.1,0.456,1.3,3.4,0.375,7.9,16.7,0.47200000000000003,0.488,3.4,4.5,0.7659999999999999,0.9,3.6,4.6,8.1,1.6,0.3,2.6,2.3,23.1,12200000.0,2001,35500000
751,AnthonyPeeler2001,AnthonyPeeler,SG,31,MIN,75,41,28.3,4.1,9.8,0.42100000000000004,1.3,3.4,0.391,2.8,6.3,0.43700000000000006,0.489,1.0,1.2,0.862,0.6,2.0,2.6,2.6,1.2,0.2,1.4,2.2,10.5,2740000.0,2001,35500000
752,MikePenberthy2001,MikePenberthy,PG,26,LAL,53,0,16.1,1.7,4.2,0.414,1.0,2.6,0.396,0.7,1.6,0.446,0.5379999999999999,0.5,0.6,0.903,0.2,1.0,1.2,1.3,0.4,0.0,0.6,1.1,5.0,316969.0,2001,35500000
753,WillPerdue2001,WillPerdue,C,35,POR,13,0,4.5,0.5,0.7,0.667,0.0,0.0,,0.5,0.7,0.667,0.667,0.2,0.3,0.5,0.5,0.9,1.4,0.2,0.2,0.2,0.0,0.6,1.1,2250000.0,2001,35500000
754,SamPerkins2001,SamPerkins,PF,39,IND,64,41,15.6,1.3,3.5,0.381,0.6,1.7,0.345,0.8,1.8,0.414,0.465,0.5,0.6,0.8420000000000001,0.5,2.1,2.6,0.6,0.5,0.3,0.3,1.0,3.8,2250000.0,2001,35500000
755,ElliotPerry2001,ElliotPerry,PG,31,TOT,49,6,10.2,1.3,2.9,0.46399999999999997,0.0,0.1,0.2,1.3,2.8,0.474,0.46799999999999997,0.3,0.4,0.727,0.2,0.8,0.9,1.6,0.4,0.0,0.8,0.6,3.0,1144000.0,2001,35500000
756,WesleyPerson2001,WesleyPerson,SG,29,CLE,44,22,21.8,2.9,6.6,0.43799999999999994,0.8,1.9,0.405,2.1,4.7,0.452,0.49700000000000005,0.5,0.7,0.8,0.3,2.7,3.0,1.5,0.6,0.3,0.9,1.4,7.1,5600000.0,2001,35500000
757,MorrisPeterson2001,MorrisPeterson,SG,23,TOR,80,49,22.6,3.6,8.4,0.431,0.8,2.1,0.382,2.8,6.4,0.447,0.478,1.3,1.8,0.7170000000000001,1.4,1.8,3.2,1.3,0.8,0.3,1.0,2.1,9.3,898560.0,2001,35500000
758,EricPiatkowski2001,EricPiatkowski,SG,30,LAC,81,40,26.5,3.6,8.3,0.433,1.5,3.7,0.40399999999999997,2.1,4.6,0.456,0.522,2.0,2.2,0.873,0.7,2.3,3.0,1.2,0.6,0.2,0.9,1.5,10.6,2200000.0,2001,35500000
759,PaulPierce2001,PaulPierce,SF,23,BOS,82,82,38.0,8.4,18.5,0.45399999999999996,1.8,4.7,0.38299999999999995,6.6,13.8,0.478,0.503,6.7,9.0,0.745,1.1,5.2,6.4,3.1,1.7,0.8,3.2,3.1,25.3,1608840.0,2001,35500000
760,ScottiePippen2001,ScottiePippen,SF,35,POR,64,60,33.3,4.2,9.3,0.451,1.0,2.9,0.344,3.2,6.4,0.5,0.505,1.9,2.5,0.7390000000000001,1.1,4.1,5.2,4.6,1.5,0.5,2.4,2.5,11.3,13750000.0,2001,35500000
761,ScotPollard2001,ScotPollard,C,25,SAC,77,8,21.5,2.4,5.1,0.46799999999999997,0.0,0.0,0.0,2.4,5.1,0.47100000000000003,0.46799999999999997,1.7,2.2,0.7490000000000001,2.2,3.8,6.0,0.6,0.6,1.3,0.9,2.7,6.5,3920000.0,2001,35500000
762,OldenPolynice2001,OldenPolynice,C,36,UTA,81,79,20.0,2.5,5.1,0.496,0.0,0.0,0.0,2.5,5.1,0.498,0.496,0.2,0.8,0.262,1.9,2.7,4.7,0.4,0.3,1.0,1.0,3.0,5.3,2200000.0,2001,35500000
763,MarkPope2001,MarkPope,PF,28,MIL,63,45,15.0,1.0,2.3,0.43700000000000006,0.1,0.4,0.20800000000000002,0.9,1.9,0.483,0.45399999999999996,0.3,0.6,0.629,0.9,1.4,2.3,0.6,0.3,0.4,0.3,2.2,2.4,498500.0,2001,35500000
764,ChrisPorter2001,ChrisPorter,SF,22,GSW,51,35,22.5,3.4,8.7,0.389,0.0,0.1,0.0,3.4,8.6,0.39299999999999996,0.389,1.8,2.8,0.667,1.7,2.0,3.7,1.2,0.9,0.1,1.2,2.2,8.6,316969.0,2001,35500000
765,TerryPorter2001,TerryPorter,PG,37,SAS,80,42,21.0,2.5,5.5,0.44799999999999995,1.1,2.6,0.424,1.4,2.9,0.46799999999999997,0.547,1.2,1.5,0.7929999999999999,0.3,2.2,2.5,3.1,0.7,0.1,1.3,1.1,7.2,2200000.0,2001,35500000
766,JamesPosey2001,JamesPosey,SF,24,DEN,82,82,27.5,3.0,7.2,0.41200000000000003,0.8,2.6,0.3,2.2,4.5,0.47700000000000004,0.467,1.4,1.7,0.816,1.5,3.7,5.3,2.0,1.1,0.5,1.2,2.8,8.1,1047600.0,2001,35500000
767,LavorPostell2001,LavorPostell,SG,22,NYK,26,0,6.5,0.7,2.1,0.315,0.1,0.4,0.273,0.5,1.7,0.326,0.34299999999999997,0.8,1.0,0.815,0.3,0.7,1.0,0.2,0.2,0.1,0.7,0.5,2.3,316969.0,2001,35500000
768,VitalyPotapenko2001,VitalyPotapenko,C,25,BOS,82,7,23.2,3.0,6.4,0.47600000000000003,0.0,0.0,,3.0,6.4,0.47600000000000003,0.47600000000000003,1.4,1.9,0.728,2.5,3.5,6.0,0.8,0.6,0.3,1.3,2.8,7.5,4290000.0,2001,35500000
769,BrentPrice2001,BrentPrice,PG,32,VAN,6,0,5.0,0.5,1.8,0.273,0.2,0.7,0.25,0.3,1.2,0.28600000000000003,0.318,1.0,1.2,0.857,0.2,0.5,0.7,0.8,0.3,0.0,0.7,1.3,2.2,2880000.0,2001,35500000
770,LaronProfit2001,LaronProfit,PG,23,WAS,35,12,17.3,1.6,4.1,0.39399999999999996,0.2,0.7,0.26899999999999996,1.4,3.3,0.42200000000000004,0.419,0.9,1.3,0.733,0.5,1.3,1.8,2.5,1.0,0.3,1.3,1.2,4.3,508000.0,2001,35500000
771,JoelPrzybilla2001,JoelPrzybilla,C,21,MIL,33,13,8.2,0.4,1.1,0.34299999999999997,0.0,0.0,,0.4,1.1,0.34299999999999997,0.34299999999999997,0.1,0.3,0.273,0.9,1.3,2.2,0.1,0.1,0.9,0.4,1.7,0.8,1619880.0,2001,35500000
772,TheoRatliff2001,TheoRatliff,C,27,PHI,50,50,36.0,4.6,9.1,0.499,0.0,0.0,,4.6,9.1,0.499,0.499,3.3,4.3,0.76,2.5,5.8,8.3,1.2,0.6,3.7,2.5,3.3,12.4,7800000.0,2001,35500000
773,EldridgeRecasner2001,EldridgeRecasner,PG,33,CHH,43,0,9.4,0.9,2.7,0.33299999999999996,0.3,0.9,0.33299999999999996,0.6,1.7,0.33299999999999996,0.39,0.3,0.4,0.778,0.3,0.9,1.2,0.9,0.1,0.0,0.6,0.7,2.4,1200000.0,2001,35500000
774,MichaelRedd2001,MichaelRedd,SG,21,MIL,6,0,5.8,0.8,3.2,0.263,0.0,0.5,0.0,0.8,2.7,0.313,0.263,0.5,1.0,0.5,0.5,0.2,0.7,0.2,0.2,0.0,0.2,0.3,2.2,316969.0,2001,35500000
775,BryantReeves2001,BryantReeves,C,27,VAN,75,48,24.4,3.4,7.4,0.46,0.0,0.1,0.25,3.4,7.3,0.462,0.461,1.5,1.9,0.7959999999999999,1.8,4.3,6.0,1.1,0.6,0.7,1.2,3.2,8.3,10110000.0,2001,35500000
776,DonReid2001,DonReid,PF,27,ORL,65,7,11.8,1.3,2.2,0.5660000000000001,0.0,0.0,,1.3,2.2,0.5660000000000001,0.5660000000000001,0.7,1.2,0.613,1.3,2.4,3.7,0.3,0.4,0.8,0.7,2.9,3.2,611000.0,2001,35500000
777,JRReid2001,JRReid,PF,32,CLE,6,0,6.5,0.3,0.8,0.4,0.0,0.0,,0.3,0.8,0.4,0.4,1.0,1.3,0.75,0.8,0.5,1.3,0.2,0.3,0.2,0.2,0.7,1.7,2200000.0,2001,35500000
778,GlenRice2001,GlenRice,SF,33,NYK,75,25,29.5,4.4,10.0,0.44,1.1,2.8,0.389,3.3,7.2,0.46,0.495,2.1,2.4,0.852,0.8,3.3,4.1,1.2,0.5,0.2,1.3,2.4,12.0,7578900.0,2001,35500000
779,QuentinRichardson2001,QuentinRichardson,SG,20,LAC,76,28,17.9,3.1,6.9,0.442,0.7,2.0,0.331,2.4,4.9,0.48700000000000004,0.49,1.3,2.1,0.627,1.4,2.0,3.4,0.8,0.6,0.1,0.8,1.3,8.1,1020960.0,2001,35500000
780,MitchRichmond2001,MitchRichmond,SG,35,WAS,37,30,32.9,5.5,13.6,0.40700000000000003,1.2,3.6,0.33799999999999997,4.3,10.0,0.431,0.451,3.9,4.3,0.894,0.4,2.5,2.9,3.0,1.2,0.2,2.3,2.3,16.2,10000000.0,2001,35500000
781,IsaiahRider2001,IsaiahRider,SG,29,LAL,67,6,18.0,3.0,7.0,0.426,0.5,1.4,0.37,2.5,5.7,0.439,0.462,1.1,1.2,0.855,0.7,1.7,2.3,1.7,0.4,0.1,1.5,1.6,7.6,736000.0,2001,35500000
782,TerranceRoberson2001,TerranceRoberson,SF,24,CHH,3,0,4.3,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,1.0,0.0,316969.0,2001,35500000
783,CliffordRobinson2001,CliffordRobinson,PF,34,PHO,82,82,33.5,6.1,14.5,0.42200000000000004,1.1,3.0,0.361,5.0,11.4,0.439,0.46,3.1,4.4,0.7090000000000001,1.3,2.8,4.1,2.9,1.1,1.0,2.3,3.1,16.4,6890000.0,2001,35500000
